race_id,url
20260812_75_matsuyama_10R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/7520260811/75202608110200/10/3rentan/
20260812_75_matsuyama_11R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/7520260811/75202608110200/11/3rentan/
20260812_84_takeo_01R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/8420260812/84202608120100/01/3rentan/
20260812_84_takeo_02R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/8420260812/84202608120100/02/3rentan/
20260812_84_takeo_03R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/8420260812/84202608120100/03/3rentan/
20260812_84_takeo_04R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/8420260812/84202608120100/04/3rentan/
20260812_84_takeo_05R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/8420260812/84202608120100/05/3rentan/
20260812_84_takeo_06R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/8420260812/84202608120100/06/3rentan/
20260812_84_takeo_07R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/8420260812/84202608120100/07/3rentan/
20260812_84_takeo_08R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/8420260812/84202608120100/08/3rentan/
20260812_84_takeo_09R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/8420260812/84202608120100/09/3rentan/
20260812_87_kumamoto_01R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/8720260811/87202608110200/01/3rentan/
20260812_87_kumamoto_02R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/8720260811/87202608110200/02/3rentan/
20260812_87_kumamoto_03R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/8720260811/87202608110200/03/3rentan/
20260812_87_kumamoto_04R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/8720260811/87202608110200/04/3rentan/
20260812_87_kumamoto_05R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/8720260811/87202608110200/05/3rentan/
20260812_87_kumamoto_06R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/8720260811/87202608110200/06/3rentan/
20260812_87_kumamoto_07R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/8720260811/87202608110200/07/3rentan/
20260812_87_kumamoto_08R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/8720260811/87202608110200/08/3rentan/
20260812_87_kumamoto_09R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/8720260811/87202608110200/09/3rentan/
20260812_87_kumamoto_10R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/8720260811/87202608110200/10/3rentan/
20260812_87_kumamoto_11R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/8720260811/87202608110200/11/3rentan/
20260812_87_kumamoto_12R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/8720260811/87202608110200/12/3rentan/
20260811_21_yahiko_01R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/2120260811/21202608110100/01/3rentan/
20260811_21_yahiko_02R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/2120260811/21202608110100/02/3rentan/
20260811_21_yahiko_03R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/2120260811/21202608110100/03/3rentan/
20260811_21_yahiko_04R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/2120260811/21202608110100/04/3rentan/
20260811_21_yahiko_05R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/2120260811/21202608110100/05/3rentan/
20260811_21_yahiko_06R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/2120260811/21202608110100/06/3rentan/
20260811_21_yahiko_07R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/2120260811/21202608110100/07/3rentan/
20260811_21_yahiko_08R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/2120260811/21202608110100/08/3rentan/
20260811_21_yahiko_09R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/2120260811/21202608110100/09/3rentan/
20260811_21_yahiko_10R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/2120260811/21202608110100/10/3rentan/
20260811_21_yahiko_11R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/2120260811/21202608110100/11/3rentan/
20260811_21_yahiko_12R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/2120260811/21202608110100/12/3rentan/
20260811_22_maebashi_01R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/2220260809/22202608090300/01/3rentan/
20260811_22_maebashi_02R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/2220260809/22202608090300/02/3rentan/
20260811_22_maebashi_03R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/2220260809/22202608090300/03/3rentan/
20260811_22_maebashi_04R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/2220260809/22202608090300/04/3rentan/
20260811_22_maebashi_05R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/2220260809/22202608090300/05/3rentan/
20260811_22_maebashi_06R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/2220260809/22202608090300/06/3rentan/
20260811_22_maebashi_07R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/2220260809/22202608090300/07/3rentan/
20260811_22_maebashi_08R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/2220260809/22202608090300/08/3rentan/
20260811_22_maebashi_09R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/2220260809/22202608090300/09/3rentan/
20260811_22_maebashi_10R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/2220260809/22202608090300/10/3rentan/
20260811_22_maebashi_11R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/2220260809/22202608090300/11/3rentan/
20260811_34_kawasaki_01R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/3420260809/34202608090300/01/3rentan/
20260811_34_kawasaki_02R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/3420260809/34202608090300/02/3rentan/
20260811_34_kawasaki_03R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/3420260809/34202608090300/03/3rentan/
20260811_34_kawasaki_04R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/3420260809/34202608090300/04/3rentan/
20260811_34_kawasaki_05R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/3420260809/34202608090300/05/3rentan/
20260811_34_kawasaki_06R,https://keirin.kdreams.jp/gamboo/keirin-kaisai/race-card/odds/3420260809/34202608090300/06/3rentan/
